,url,name,price,color,description,composition,sku
265,tienda4baby-boy-0-36/vichy-two-piece-suit.html,Vichy two-piece suit,€130.00,topaz blue,"100% blue and white Vichy linen two-piece suit. Composed of shirt with Italian collar, four-button closure and half sleeve, rounded edges on the bottom. Trousers with front pleats, elastic waistband and turn-up.",100% COTTON lining,Code                        P21DP349L3016_417
266,tienda4baby-boy-0-36/two-piece-suit-with-contrasting-shorts.html,two-piece suit with contrasting shorts,€99.00,white/ blue,"Two-piece suit consisting of short-sleeved polo shirt made of white pinstripe seersucker with blue stripes with buttons featuring contrasting interior, sleeve edge of thin striped seersucker. Combined with contrasting blue cotton seersucker trousers",100% COTTON t-shirt fabric -,Code                        P21DP320C1067_0149
267,tienda4baby-boy-0-36/cotton-sweatshirt-with-zip-and-hood.html,cotton sweatshirt with zip and hood,€123.00,aquamarine/bay,"Aqua green cotton sweatshirt jacket, with contrasting blue front zip with rubberized slider. Double patch pocket and small front print with micro-injection. Contrasting rubberized and thickened logo at the bottom. Hood with contrasting blue interior.",100% COTTON fabric - 100% COTTON lining details - 100% 5% ELASTAM/SPANDEX rib  -95% COTTON rib,Code                        P21GA358M0030_5348
268,tienda4baby-boy-0-36/two-piece-suit-with-shark-application.html,two-piece suit with shark application,€102.00,white/ bay,Two-piece suit consisting of two-tone cotton jersey t-shirt with shark application. Contrasting blue cotton jersey trousers.,100% COTTON fabric,Code                        P21DP350M0014_0148
269,tienda4baby-boy-0-36/two-piece-suit-with-floral-patterned-trousers.html,two-piece suit with floral patterned trousers,€99.00,blue,"Two-piece suit consisting of white cotton jersey t-shirt, with patterned patch pocket, combined with blue striped cotton poplin shorts on a white background, with floral pattern, elastic waistband and patch pocket on the back",100% COTTON t-shirt fabric -,Code                        P21DP348C4070_495
270,tienda4baby-boy-0-36/fake-two-pieces-jersey-onesie.html,fake two-pieces jersey onesie,€91.00,blue,long fake broken cotton jersey onesie with white and blue stripes on the front and solid colour on the back. Patch pocket. Opening with buttons on the front and bottom.,100% COTTON fabric,Code                        P21TL110M1078_495
271,tienda4baby-boy-0-36/beige-linen-blazer.html,beige linen blazer,€154.00,solid rope,"100% linen baby jacket, with classic lapels, patch pockets with contrasting embroidered logo.",100% LINEN fabric - 100% COTTON pockets lining,Code                        P21GB035L1012_113U
272,tienda4baby-boy-0-36/white-newborn-boy-blazer.html,white newborn boy blazer,€97.00,seashell,"white cotton pique newborn boy jacket, classic lapels, patch pockets with embroidered logo.",100% COTTON fabric,Code                        P21BF030M0098_110
273,tienda4baby-boy-0-36/gift-for-birth/two-piece-suit-with-heritage-teddy-bear.html,two-piece suit with heritage teddy bear,€99.00,white/rope,"White cotton jersey two-piece suit Long sleeve shirt, tone-on-tone round collar, application with teddy bear, iconic symbol for Il Gufo. Convenient snap button opening on the back. Trousers with foot and practical elastic waist",100% COTTON fabric,Code                        P21DP291M0014_0113
274,tienda4baby-boy-0-36/gift-for-birth/white-long-onesie-with-chenille-application.html,white long onesie with chenille application,€97.00,white/pearl grey,"soft cotton jersey footed pyjamas with chenille application of a panda, round collar, back and bottom lacing with press studs.",100% COTTON fabric -  15% POLYAMIDE / NYLON details - 85% COTTON details,Code                        P21TP304M0014_0103
275,tienda4baby-boy-0-36/gift-for-birth/nappa-shoes-with-eyelets.html,nappa shoes with eyelets,€81.00,white,"Soft white nappa leather shoe, with front eyelets and side strap closure.",100% GENUINE LEATHER fabric -,Code                        P21SS098EA800_010
276,tienda4baby-boy-0-36/gift-for-birth/linen-newborn-baby-bow-tie.html,linen newborn baby bow tie,€32.00,solid rope,"Plain beige linen baby's bow tie, with practical elastic to be attached to the shirt button.",100% LINEN fabric -,Code                        P21PH051L1012_113U
277,tienda4baby-boy-0-36/gift-for-birth/long-light-blue-onesie-with-seal.html,long light blue onesie with seal,€84.00,sky/white,"soft cotton jersey footed pyjamas with application of a seal, round collar, front fastening with comfortable personalised press studs.",100% COTTON fabric,Code                        P21TP250M0014_4201
278,tienda4baby-boy-0-36/gift-for-birth/light-blue-romper-with-teddy-bear.html,light blue romper with teddy bear,€94.00,light blue/ denim blue,soft blue cotton jersey comfortable romper with striped application of a bear that takes a picture of a crab.,100% COTTON fabric,Code                        P21TO204M0014_4248
279,tienda4baby-boy-0-36/gift-for-birth/cotton-piquet-newborn-baby-bow-tie.html,cotton piquet newborn baby bow tie,€32.00,seashell,"White piquet cotton baby's bow tie, with practical elastic to be attached to the shirt button.",100% COTTON fabric,Code                        P21PH051M0098_110
280,tienda4baby-boy-0-36/gift-for-birth/white-romper-with-seal-application.html,white romper with seal application,€84.00,white/pink,"Soft pink cotton jersey short onesie, round collar, practical snap button opening on the front and bottom. Application of a seal and contrasting embroidery.",100% COTTON fabric,Code                        P21TO218M0014_0130
281,tienda4baby-boy-0-36/gift-for-birth/fake-two-pieces-jersey-onesie.html,fake two-pieces jersey onesie,€91.00,blue,long fake broken cotton jersey onesie with white and blue stripes on the front and solid colour on the back. Patch pocket. Opening with buttons on the front and bottom.,100% COTTON fabric,Code                        P21TL110M1078_495
282,tienda4baby-boy-0-36/gift-for-birth/jersey-romper-with-crab-application.html,jersey romper with crab application,€81.00,blue/light,"blue and white striped cotton jersey short onesie, with contrasting yellow collar. Contrasting yellow cotton jersey crab front application. Practical opening with hidden snap buttons on the shoulder and bottom.",100% COTTON fabric,Code                        P21TO219M1078_4920
283,tienda4baby-boy-0-36/occasion-wear/beige-linen-blazer.html,beige linen blazer,€154.00,solid rope,"100% linen baby jacket, with classic lapels, patch pockets with contrasting embroidered logo.",100% LINEN fabric - 100% COTTON pockets lining,Code                        P21GB035L1012_113U
284,tienda4baby-boy-0-36/occasion-wear/beige-linen-vest.html,beige linen vest,€84.00,small stripe rope,"pure linen fabric vest with striped pattern in the shades of beige, fully lined in white cotton, three-button closure, elastic on the back that favours a better fit",100% LINEN fabric - 100% COTTON lining,Code                        P21GI037L1012_113P
285,tienda4baby-boy-0-36/occasion-wear/striped-beige-linen-bermuda-shorts.html,striped beige linen Bermuda shorts,€63.00,small stripe rope,"beige pure linen baby boy's shorts with white stripes, classic cut, turn-up at the bottom, waist with all elastic and fake flap, tone-on-tone embroidered logo",100% LINEN fabric -,Code                        P21PB019L1012_113P
286,tienda4baby-boy-0-36/occasion-wear/linen-newborn-baby-bow-tie.html,linen newborn baby bow tie,€32.00,solid rope,"Plain beige linen baby's bow tie, with practical elastic to be attached to the shirt button.",100% LINEN fabric -,Code                        P21PH051L1012_113U
287,tienda4baby-boy-0-36/occasion-wear/white-newborn-boy-blazer.html,white newborn boy blazer,€97.00,seashell,"white cotton pique newborn boy jacket, classic lapels, patch pockets with embroidered logo.",100% COTTON fabric,Code                        P21BF030M0098_110
288,tienda4baby-boy-0-36/occasion-wear/white-body-shirt-32899.html,white body shirt,€63.00,white/white,Milky white 100% cotton jersey comfortable baby boy shirt body with tone-on-tone embroidered Il Gufo logo. Front and closing buttons on the bottom. The garment can be combined with beige linen trousers and a vest of the same colour to create a u,100% COTTON fabric,Code                        P21MB009M0014_0101
289,tienda4baby-boy-0-36/occasion-wear/cotton-piquet-newborn-baby-bow-tie.html,cotton piquet newborn baby bow tie,€32.00,seashell,"White piquet cotton baby's bow tie, with practical elastic to be attached to the shirt button.",100% COTTON fabric,Code                        P21PH051M0098_110
290,tienda4baby-boy-0-36/occasion-wear/piquet-cotton-bermuda-shorts.html,piquet cotton Bermuda shorts,€50.00,seashell,"white piquet cotton elegant Bermuda shorts, practical elastic waistband and turn-up at the bottom.",100% COTTON fabric,Code                        P21PB104M0098_110
291,tienda4baby-boy-0-36/occasion-wear/vichy-two-piece-suit.html,Vichy two-piece suit,€130.00,topaz blue,"100% blue and white Vichy linen two-piece suit. Composed of shirt with Italian collar, four-button closure and half sleeve, rounded edges on the bottom. Trousers with front pleats, elastic waistband and turn-up.",100% COTTON lining,Code                        P21DP349L3016_417
292,tienda4baby-boy-0-36/occasion-wear/linen-and-jersey-two-piece-suit.html,Linen and jersey two-piece suit,€107.00,ash grey,"100% Vichy linen dungarees and soft white cotton jersey t-shirt with lasered collar and sleeves profiles, patch pockets, adjustable straps with decorative buttons on the front.",100% COTTON t-shirt fabric -,Code                        P21DP360L3016_080
293,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-050.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NMBM_050
294,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-100.html,gift card,€100.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NMBM_100
295,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-150.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NMBM_150
296,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-200.html,gift card,€200.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NMBM_200
297,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-250.html,gift card,€250.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.

                                If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code                        GIFTCIG_NMBM_250
298,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-300.html,gift card,€50.00,,"The Gift Card Il Gufo is an exclusive digital card that allows the recipient absolute freedom of choice on the product to be purchased and is valid for one year. The amount of the Gift Card covers the entire order and can also be used for multiple orders, until the credit is exhausted. Remember that you can use it on ilgufo.com only. You can buy the Gift Card without specifying the recipient: in this case the email with the details of the card and the printable pdf will arrive at the email address entered on the order completion page. Alternatively, by entering the name and email address of the person to whom you wish to give the card, all the information will arrive directly by email to the recipient of the gift, who will only have to confirm the receipt of the Gift Card. In this case you can choose the date of sending the communication containing the details of the Gift Card.",,Code                        GIFTCIG_NMBM_300
299,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-350.html,gift card,€350.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.

                                If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code                        GIFTCIG_NMBM_350
300,tienda4baby-boy-0-36/gift-card/giftcig-nmbm-400.html,gift card,€400.00,,"UE: within 5 working days from receiving the order.
Extra UE: within 8 working days from receiving the order.
Click here for details on shipping times.

                                If you are not satisfied with your purchase we provide a free pick up for return: you have 14 days from the order reception date to return purchased products.",,Code                        GIFTCIG_NMBM_400
301,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/vichy-two-piece-suit.html,Vichy two-piece suit,€130.00,topaz blue,"100% blue and white Vichy linen two-piece suit. Composed of shirt with Italian collar, four-button closure and half sleeve, rounded edges on the bottom. Trousers with front pleats, elastic waistband and turn-up.",100% COTTON lining,Code                        P21DP349L3016_417
302,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/two-piece-suit-with-heritage-teddy-bear.html,two-piece suit with heritage teddy bear,€99.00,white/rope,"White cotton jersey two-piece suit Long sleeve shirt, tone-on-tone round collar, application with teddy bear, iconic symbol for Il Gufo. Convenient snap button opening on the back. Trousers with foot and practical elastic waist",100% COTTON fabric,Code                        P21DP291M0014_0113
303,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/two-piece-suit-with-contrasting-shorts.html,two-piece suit with contrasting shorts,€99.00,white/ blue,"Two-piece suit consisting of short-sleeved polo shirt made of white pinstripe seersucker with blue stripes with buttons featuring contrasting interior, sleeve edge of thin striped seersucker. Combined with contrasting blue cotton seersucker trousers",100% COTTON t-shirt fabric -,Code                        P21DP320C1067_0149
304,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/two-piece-suit-with-floral-patterned-trousers.html,two-piece suit with floral patterned trousers,€99.00,blue,"Two-piece suit consisting of white cotton jersey t-shirt, with patterned patch pocket, combined with blue striped cotton poplin shorts on a white background, with floral pattern, elastic waistband and patch pocket on the back",100% COTTON t-shirt fabric -,Code                        P21DP348C4070_495
305,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/two-piece-suit-with-shark-application.html,two-piece suit with shark application,€102.00,white/ bay,Two-piece suit consisting of two-tone cotton jersey t-shirt with shark application. Contrasting blue cotton jersey trousers.,100% COTTON fabric,Code                        P21DP350M0014_0148
306,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/linen-and-jersey-two-piece-suit.html,Linen and jersey two-piece suit,€107.00,ash grey,"100% Vichy linen dungarees and soft white cotton jersey t-shirt with lasered collar and sleeves profiles, patch pockets, adjustable straps with decorative buttons on the front.",100% COTTON t-shirt fabric -,Code                        P21DP360L3016_080
307,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/linen-short-onesie.html,linen short onesie,€86.00,topaz blue,"Short faux split 100% Vichy linen romper, white linen top with pointed collar, buttons on the front, closure on the bottom and on the back.",100% LINEN fabric -,Code                        P21PQ019L3016_417
308,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/fake-two-pieces-jersey-onesie.html,fake two-pieces jersey onesie,€91.00,blue,long fake broken cotton jersey onesie with white and blue stripes on the front and solid colour on the back. Patch pocket. Opening with buttons on the front and bottom.,100% COTTON fabric,Code                        P21TL110M1078_495
309,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/light-blue-romper-with-teddy-bear.html,light blue romper with teddy bear,€94.00,light blue/ denim blue,soft blue cotton jersey comfortable romper with striped application of a bear that takes a picture of a crab.,100% COTTON fabric,Code                        P21TO204M0014_4248
310,tienda4baby-boy-0-36/babygrows-and-two-piece-sets/white-romper-with-seal-application.html,white romper with seal application,€84.00,white/pink,"Soft pink cotton jersey short onesie, round collar, practical snap button opening on the front and bottom. Application of a seal and contrasting embroidery.",100% COTTON fabric,Code                        P21TO218M0014_0130
311,tienda4baby-boy-0-36/jackets-down-filled-jackets/beige-linen-blazer.html,beige linen blazer,€154.00,solid rope,"100% linen baby jacket, with classic lapels, patch pockets with contrasting embroidered logo.",100% LINEN fabric - 100% COTTON pockets lining,Code                        P21GB035L1012_113U
312,tienda4baby-boy-0-36/jackets-down-filled-jackets/white-newborn-boy-blazer.html,white newborn boy blazer,€97.00,seashell,"white cotton pique newborn boy jacket, classic lapels, patch pockets with embroidered logo.",100% COTTON fabric,Code                        P21BF030M0098_110
313,tienda4baby-boy-0-36/jackets-down-filled-jackets/newborn-boy-spring-jacket.html,newborn boy spring jacket,€102.00,navy blue,"microfibre fabric spring jacket with light wadding padding, fully lined in white cotton jersey, hidden zip and drawstring at the bottom as a closure, matching logo embroidery",100% POLYESTER fabric- 100% POLYESTER padding - 100% COTTON lining -,Code                        P21GR004N0001_497
314,tienda4baby-boy-0-36/jackets-down-filled-jackets/cotton-sweater-with-front-buttons.html,cotton sweater with front buttons,€78.00,white/seashell,"Cream cotton tricot sweater, with contrasting beige trim. Front V-neck opening with 4 buttons. Double front cut pocket.",100% COTTON fabric,Code                        P21GF361EM200_0111
315,tienda4baby-boy-0-36/jackets-down-filled-jackets/cotton-sweatshirt-with-zip-and-hood.html,cotton sweatshirt with zip and hood,€123.00,aquamarine/bay,"Aqua green cotton sweatshirt jacket, with contrasting blue front zip with rubberized slider. Double patch pocket and small front print with micro-injection. Contrasting rubberized and thickened logo at the bottom. Hood with contrasting blue interior.",100% COTTON fabric - 100% COTTON lining details - 100% 5% ELASTAM/SPANDEX rib  -95% COTTON rib,Code                        P21GA358M0030_5348
316,tienda4baby-boy-0-36/jackets-down-filled-jackets/cotton-jacket-with-zip-and-hood.html,cotton jacket with zip and hood,€102.00,blue,"Blue cotton fleece jacket with tone-on-tone zip and contrasting white slider, concealed pockets with contrasting interior. Hood interior and inserts along the sleeves in contrasting white perforated cotton.",100% COTTON fabric - 100% COTTON details - 5% ELASTAM/SPANDEX rib  -95% COTTON rib,Code                        P21GA359M0030_495
317,tienda4baby-boy-0-36/jackets-down-filled-jackets/nylon-spring-jacket.html,nylon spring jacket,€162.00,seashell,"nylon fabric windbreaker with hood, contrasting heat-sealed zip. 100% perforated cotton lining.",100% POLYAMIDE/NYLON fabric -100% POLYAMIDE/NYLON lining -,Code                        P21GR162N0031_110
318,tienda4baby-boy-0-36/jackets-down-filled-jackets/beige-linen-vest.html,beige linen vest,€84.00,small stripe rope,"pure linen fabric vest with striped pattern in the shades of beige, fully lined in white cotton, three-button closure, elastic on the back that favours a better fit",100% LINEN fabric - 100% COTTON lining,Code                        P21GI037L1012_113P
319,tienda4baby-boy-0-36/jackets-down-filled-jackets/cotton-fleece-jacket-with-bellows-pockets.html,Cotton fleece jacket with bellows pockets,€104.00,crocodile,"Green cotton fleece jacket, with button closure. Double front bellows pocket with flap and double side slit pocket. Rubberized and thickened tone-on-tone logo.",100% COTTON fabric -pockets lining 100% COTTON,Code                        P21GA360M0030_545
320,tienda4baby-boy-0-36/jackets-down-filled-jackets/linen-blazer.html,linen blazer,€182.00,solid blue,"100% linen jacket, classic lapels, with contrasting buttons, patch pockets, three-button fastening",100% LINEN fabric - 100% COTTON pockets lining,Code                        P21GB033L1012_495U
321,tienda4baby-boy-0-36/sweatshirts-and-sweaters/white-newborn-boy-blazer.html,white newborn boy blazer,€97.00,seashell,"white cotton pique newborn boy jacket, classic lapels, patch pockets with embroidered logo.",100% COTTON fabric,Code                        P21BF030M0098_110
322,tienda4baby-boy-0-36/sweatshirts-and-sweaters/military-green-cotton-crewneck-sweater.html,military green cotton crewneck sweater,€81.00,crocodile,military green 100% stretch cotton practical crew-neck sweater,100% COTTON fabric,Code                        P21MA270EM200_545
323,tienda4baby-boy-0-36/sweatshirts-and-sweaters/cotton-sweatshirt-with-hood.html,cotton sweatshirt with hood,€94.00,shell,Beige cotton sweatshirt with hood lined in tone-on-tone cotton. Front rubber print with Honolulu coordinates.,100% COTTON fabric,Code                        P21MF197M0103_114
324,tienda4baby-boy-0-36/sweatshirts-and-sweaters/blue-rain-sweatshirt-with-surfboard-print.html,blue rain sweatshirt with surfboard print,€115.00,rain/blue,"soft 100% rain blue cotton crewneck sweatshirt, thick rubberized print with different surfboard models.",100% COTTON fabric -5% ELASTAM/SPANDEX rib  -95% COTTON rib,Code                        P21MF198M0030_4649
325,tienda4baby-boy-0-36/sweatshirts-and-sweaters/cotton-sweater-with-contrasting-sleeves.html,cotton sweater with contrasting sleeves,€84.00,blue/seashell,"Blue cotton yarn seater, with particular English rib knit, wider on the collar and cuffs. Two-tone blue and beige sleeves.",100% COTTON fabric,Code                        P21MA351EM200_4911
326,tienda4baby-boy-0-36/sweatshirts-and-sweaters/blue-sweater-with-palm-graphic.html,blue sweater with palm graphic,€89.00,blue/seashell,"100% cotton crew-neck sweater, navy blue colour, palm with jacquard processing on the front. Ribbed collar, sleeves and bottom.",100% COTTON fabric,Code                        P21MA352EM200_4911
327,tienda4baby-boy-0-36/sweatshirts-and-sweaters/teal-sweatshirt-with-surfboard-print.html,teal sweatshirt with surfboard print,€115.00,aquamarine/bay,"soft 100% teal cotton crewneck sweatshirt, thick rubberized print with different surfboard models.",100% COTTON fabric -5% ELASTAM/SPANDEX rib  -95% COTTON rib,Code                        P21MF198M0030_5348
328,tienda4baby-boy-0-36/sweatshirts-and-sweaters/cotton-sweatshirt-with-zip-and-hood-32840.html,cotton sweatshirt with zip and hood,€159.00,bay/aquamarine,"Blue cotton fleece jacket with transfer and micro-injection print, front zip with contrasting rubberized slider, hidden pockets and hood.",100% COTTON fabric - 100% COTTON lining details - 100% 5% ELASTAM/SPANDEX rib  -95% COTTON rib,Code                        P21GA354M0030_4853
329,tienda4baby-boy-0-36/sweatshirts-and-sweaters/striped-cotton-sweater-with-aloha-embroidery.html,striped cotton sweater with Aloha embroidery,€97.00,blue/seashell,Blue and white striped cotton yarn sweater with plain blue contrasting sleeves and English rib collar. Handmade embroidery on the front with Aloha lettering. Two-buttons closure on the back.,100% COTTON fabric,Code                        P21MA353EM200_4911
330,tienda4baby-boy-0-36/sweatshirts-and-sweaters/cotton-sweatshirt-with-zip-and-hood.html,cotton sweatshirt with zip and hood,€123.00,blue,Blue cotton sweatshirt with front zip and hood with drawstring and drawstring with tone-on-tone rubber tips. Thick rubberized print with Honolulu city coordinates.,100% COTTON fabric,Code                        P21GA352M0103_495
331,tienda4baby-boy-0-36/t-shirt-and-shirts/t-shirt-with-shrimp-print.html,t-shirt with shrimp print,€65.00,white/light,White stretch cotton jersey short-sleeved crew neck T-shirt with water print of a shrimp surfing. Practical opening with hidden snap buttons on the shoulder.,100% COTTON fabric,Code                        P21TS291M0014_0120
332,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-sloth-print.html,short sleeve t-shirt with sloth print,€68.00,white/ocean,White stretch cotton jersey short sleeve crewneck T-shirt with rubberised sloth print and patterned application. Snap buttons opening on the neck.,100% COTTON fabric,Code                        P21TS292M0014_0145
333,tienda4baby-boy-0-36/t-shirt-and-shirts/t-shirt-with-palm-tree-application.html,t-shirt with palm tree application,€65.00,white/crocodile,White stretch cotton jersey short-sleeved crew neck T-shirt with contrasting palm tree applications made of other fabrics. Practical opening with hidden snap buttons on the shoulder.,100% COTTON fabric,Code                        P21TS293M0014_0154
334,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-crab-application.html,short sleeve t-shirt with crab application,€65.00,white/mandarin,White stretch cotton jersey short-sleeved crew neck T-shirt with crab application in orange cotton poplin. Snap buttons opening on the neck.,100% COTTON fabric,Code                        P21TS294M0014_0128
335,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-surf-print-33725.html,short sleeve t-shirt with surf print,€63.00,aquamarine/bay,"Teal stretch cotton jersey short-sleeved crew neck T-shirt with rubberized ""surf"" print.",100% COTTON fabric,Code                        P21TS271M0014_5348
336,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-surf-print.html,short sleeve t-shirt with surf print,€65.00,white/dark blue,"White stretch cotton jersey short-sleeved crew neck T-shirt with rubberized ""surf"" print.",100% COTTON fabric,Code                        P21TS271M0014_0149
337,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-aloha-print-33729.html,short sleeve t-shirt with aloha print,€58.00,white/ bay,White stretch cotton jersey short-sleeved crew neck T-shirt with water aloha print. Snap buttons opening on the neck.,100% COTTON fabric,Code                        P21TS274M0014_0148
338,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-aloha-print-33730.html,short sleeve t-shirt with aloha print,€58.00,crocodile/coconut,"Brown stretch cotton jersey short sleeve crewneck T-shirt with contrasting water ""aloha"" print.",100% COTTON fabric,Code                        P21TS274M0014_5412
339,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-white-and-blue-stripes.html,short sleeve t-shirt with white and blue stripes,€63.00,blue,"white and blue striped cotton jersey short-sleeved t-shirt, with decorative patch pocket and contrasting collar. Practical snap buttons opening on the neck.",100% COTTON fabric,Code                        P21TS299M1078_495
340,tienda4baby-boy-0-36/t-shirt-and-shirts/short-sleeve-t-shirt-with-palm-tree-print.html,short sleeve t-shirt with palm tree print,€55.00,light/bay,Yellow stretch cotton jersey short sleeve crewneck T-shirt with contrasting palm tree water print.,100% COTTON fabric,Code                        P21TS313M0014_2048
341,tienda4baby-boy-0-36/trousers/blue-bermuda-shorts-with-white-stripes.html,blue Bermuda shorts with white stripes,€86.00,blue,"seersucker fabric refined short trousers with white yarn-dyed stripes on a blue background, waist adjustment with practical hidden elastic",23% POLYAMIDE / NYLON fabric - 2% ELASTAM / SPANDEX fabric - 75% COTTON fabric - 100% COTTON pockets lining -,Code                        P21PB069C1067_495
342,tienda4baby-boy-0-36/trousers/classic-cut-check-trousers.html,classic cut check trousers,€76.00,seashell,"Stretch gabardine newborn boy classic trousers, beige and blue check pattern, comfortable elastic at waist, belt loops and double pocket on the back",32% POLYAMIDE / NYLON fabric - 3% ELASTAM / SPANDEX fabric - 65% COTTON fabric - 100% COTTON pockets lining -,Code                        P21PL030C3124_110
343,tienda4baby-boy-0-36/trousers/blue-gabardine-bermuda-shorts.html,blue gabardine Bermuda shorts,€68.00,bay,"blue stretch cotton gabardine baby boy's shorts, elastic waistband and fake flap, double pocket on the back, turn-up at the bottom.",3% ELASTAM / SPANDEX fabric  -  97% COTTON fabric - 100% COTTON pockets lining,Code                        P21PB044C6002_485
344,tienda4baby-boy-0-36/trousers/striped-seersucker-trousers.html,striped seersucker trousers,€86.00,white,"100% cotton seersucker classic boy baby trousers, with blue stripes on a white background, practical hidden elastic waistband, belt loops and slit pocket with button on the back",23% POLYAMIDE / NYLON fabric - 2% ELASTAM / SPANDEX fabric - 75% COTTON fabric - 100% COTTON pockets lining -,Code                        P21PL083C1067_010
345,tienda4baby-boy-0-36/trousers/piquet-cotton-bermuda-shorts.html,piquet cotton Bermuda shorts,€50.00,seashell,"white piquet cotton elegant Bermuda shorts, practical elastic waistband and turn-up at the bottom.",100% COTTON fabric,Code                        P21PB104M0098_110
346,tienda4baby-boy-0-36/trousers/classic-cut-blue-trousers.html,classic cut blue trousers,€73.00,blue,"Blue stretch gabardine newborn boy classic trousers, comfortable elastic at waist, belt loops and double pocket on the back",3% ELASTAM / SPANDEX fabric  -  97% COTTON fabric - 100% COTTON pockets lining,Code                        P21PL030C6002_495
347,tienda4baby-boy-0-36/trousers/striped-beige-linen-bermuda-shorts.html,striped beige linen Bermuda shorts,€63.00,small stripe rope,"beige pure linen baby boy's shorts with white stripes, classic cut, turn-up at the bottom, waist with all elastic and fake flap, tone-on-tone embroidered logo",100% LINEN fabric -,Code                        P21PB019L1012_113P
348,tienda4baby-boy-0-36/trousers/blue-and-white-striped-linen-trousers.html,blue and white striped linen trousers,€107.00,small stripe blue,white and blue striped pure linen trousers with carrot-shaped elastic waistband and side pockets,100% LINEN fabric - 100% COTTON pockets lining,Code                        P21PL261L1012_495P
